site,station_nm,lat,lon,state,reason,wtemp_cov,flow_cov,wtemp_cov_test,flow_cov_test
10243233,"SNAKE CK BLW SPRING CK NR GARRISON, UT",38.91844855,-114.101073,NV,no NWIS WTEMP+FLOW,,,,
07103707,"FOUNTAIN CREEK BL 8TH ST., AT COLO. SPRINGS, CO.",38.82943667,-104.8396969,CO,no NWIS WTEMP+FLOW,,,,
02296750,"PEACE RIVER AT SR 70 AT ARCADIA, FL",27.22088245,-81.8761946,FL,no NWIS WTEMP+FLOW,,,,
13235000,"SOUTH FORK PAYETTE RIVER AT LOWMAN, ID",44.08527778,-115.6222222,ID,no NWIS WTEMP+FLOW,,,,
05369945,"EAU GALLE R @ LOW-WTR BRIDGE @ SPRING VALLEY, WI",44.8671875,-92.2521299,WI,no NWIS WTEMP+FLOW,,,,
01457400,Musconetcong River at Riegelsville NJ,40.5925,-75.1861111,NJ,no NWIS WTEMP+FLOW,,,,
07128500,"PURGATOIRE RIVER NEAR LAS ANIMAS, CO",38.0342222,-103.2014167,CO,no NWIS WTEMP+FLOW,,,,
06785500,"North Loup River at Brewster, Nebr.",41.941739,-99.860103,NE,low full-period coverage,0.127,0.712,0.003,1.0
13251300,WEST BRANCH WEISER RIVER NR TAMARACK ID,45.02044088,-116.4359684,ID,no NWIS WTEMP+FLOW,,,,
0165389480,"ACCOTINK CREEK BELOW OLD LEE HWY AT FAIRFAX, VA",38.86133889,-77.2769083,VA,no NWIS WTEMP+FLOW,,,,
04018750,"ST. LOUIS RIVER AT FORBES, MN",47.36331489,-92.5990901,MN,no NWIS WTEMP+FLOW,,,,
05408000,"KICKAPOO RIVER AT LA FARGE, WI",43.57415528,-90.6431767,WI,no NWIS WTEMP+FLOW,,,,
11528200,SF TRINITY R NR HYAMPOM CA,40.608197,-123.451147,CA,no NWIS WTEMP+FLOW,,,,
05315000,"REDWOOD RIVER NEAR MARSHALL, MN",44.430156,-95.82945,MN,no NWIS WTEMP+FLOW,,,,
09095500,"COLORADO RIVER NEAR CAMEO, CO.",39.2391463,-108.2661946,CO,no NWIS WTEMP+FLOW,,,,
11467553,NF GUALALA R AB SF GUALALA R NR GUALALA CA,38.78986049,-123.5094204,CA,no NWIS WTEMP+FLOW,,,,
09076300,"ROARING FORK RIVER BLW MAROON CREEK NR ASPEN, CO",39.2232,-106.8573083,CO,no NWIS WTEMP+FLOW,,,,
08048980,"Village Ck at Kennedale, TX",32.64124563,-97.2422358,TX,no NWIS WTEMP+FLOW,,,,
06609200,"Steer Creek near Magnolia, IA",41.75026579,-95.9341767,IA,no NWIS WTEMP+FLOW,,,,
13056500,HENRYS FORK NR REXBURG ID,43.8258333,-111.905,ID,low blind-test-period coverage,0.726,1.0,0.0,1.0
03308500,"GREEN RIVER AT MUNFORDVILLE, KY",37.26944444,-85.8880556,KY,no NWIS WTEMP+FLOW,,,,
01571919,"Swatara Cr ab Hwy Bridge 895 at Pine Grove, PA",40.54536785,-76.38051129,PA,no NWIS WTEMP+FLOW,,,,
01447800,Lehigh R bl Francis E Walter Res nr White Haven PA,41.10472447,-75.73212288,PA,low full-period coverage,0.216,1.0,0.993,1.0
01651730,"BEAVERDAM CREEK NEAR CHEVERLY, MD",38.91630556,-76.9343056,MD,no NWIS WTEMP+FLOW,,,,
01478120,"East Branch White Clay Creek at Avondale, PA",39.8284429,-75.780773,PA,low full-period coverage,0.074,0.884,0.555,1.0
02110400,"BUCK CREEK NEAR LONGS, SC",33.95346259,-78.71974629,SC,low blind-test-period coverage,0.99,0.794,0.999,0.294
11493100,"SCOTT CREEK BLW SAND CREEK CANAL NR CHINCHALO, OR",42.88709167,-121.8727556,OR,no NWIS WTEMP+FLOW,,,,
11463160,BIG SULPHUR C NR MIDDLETOWN CA,38.76351754,-122.74638,CA,no NWIS WTEMP+FLOW,,,,
0208455145,"CAMPBELL CREEK AT CAMPBELL CREEK, NC",35.287114,-76.686595,NC,no NWIS WTEMP+FLOW,,,,
11376000,COTTONWOOD C NR COTTONWOOD CA,40.38709797,-122.2386119,CA,no NWIS WTEMP+FLOW,,,,
022908205,"NORTH RIVER UPSTREAM OF CUTOFF NEAR FLAMINGO, FL",25.3386722,-80.9132167,FL,no NWIS WTEMP+FLOW,,,,
05483600,"Middle Raccoon River at Panora, IA",41.68741667,-94.3710556,IA,no NWIS WTEMP+FLOW,,,,
06893830,"Adair Creek at Independence, MO",39.03777778,-94.3633333,MO,low full-period coverage,0.619,0.64,0.0,0.137
452842122450101,"FANNO CREEK AT WILLOWMERE DRIVE, PORTLAND, OR",45.4781624,-122.751414,OR,no NWIS WTEMP+FLOW,,,,
11303000,STANISLAUS R A RIPON CA,37.72962389,-121.110454,CA,low full-period coverage,0.281,1.0,0.999,1.0
01399700,Rockaway Creek at Whitehouse NJ,40.63027778,-74.7361111,NJ,no NWIS WTEMP+FLOW,,,,
01412080,Manumuskin River at Cumberland NJ,39.37305556,-74.94472222,NJ,low full-period coverage,0.083,0.083,0.625,0.625
14181750,"ROCK CREEK NEAR MILL CITY, OR",44.7120665,-122.4275818,OR,low full-period coverage,0.2,0.187,0.0,0.0
06893350,"TOMAHAWK C NR OVERLAND PARK, KS",38.9061111,-94.64,KS,low full-period coverage,0.148,0.632,0.0,1.0
11391100,SACRAMENTO SLOUGH NR KNIGHTS LANDING CA,38.77906827,-121.6385719,CA,no NWIS WTEMP+FLOW,,,,
11510700,"KLAMATH RIVER BLW JOHN C.BOYLE PWRPLNT, NR KENO,OR",42.0845877,-122.0733453,OR,low full-period coverage,0.144,1.0,0.996,1.0
06914990,"L BULL C NR SPRING HILL, KS",38.7675084,-94.8794073,KS,no NWIS WTEMP+FLOW,,,,
11274000,SAN JOAQUIN R NR NEWMAN CA,37.35046585,-120.9771121,CA,no NWIS WTEMP+FLOW,,,,
394533079581501,"Dunkard Cr at Shannopin, PA",39.75919509,-79.9706001,PA,no NWIS WTEMP+FLOW,,,,
02207435,LITTLE HAYNES CREEK AT DIAL MILL RD NR MILSTEAD GA,33.7111111,-83.9144444,GA,no NWIS WTEMP+FLOW,,,,
06847000,"Beaver Creek near Beaver City, Nebr.",40.12,-99.893056,NE,no NWIS WTEMP+FLOW,,,,
11266500,MERCED R A POHONO BRIDGE NR YOSEMITE CA,37.71627778,-119.6656667,CA,no NWIS WTEMP+FLOW,,,,
05403700,"DELL CREEK NEAR LAKE DELTON, WI",43.55220306,-89.867625,WI,no NWIS WTEMP+FLOW,,,,
02310307,PITHLACHASCOTEE RIVER AT NEW PORT RICHEY FL,28.24028806,-82.7198227,FL,no NWIS WTEMP+FLOW,,,,
11308600,CALAVERAS R AB NEW HOGAN RES NR SAN ANDREAS CA,38.1965854,-120.7227112,CA,no NWIS WTEMP+FLOW,,,,
13116980,BIRCH CREEK AT KAUFMAN GS NR LONE PINE ID,44.2412977,-112.9716726,ID,no NWIS WTEMP+FLOW,,,,
01357500,MOHAWK RIVER AT COHOES NY,42.78538889,-73.70777778,NY,no NWIS WTEMP+FLOW,,,,
09064600,"EAGLE RIVER NEAR MINTURN, CO",39.55387495,-106.402529,CO,no NWIS WTEMP+FLOW,,,,
09034250,"COLORADO RIVER AT WINDY GAP, NEAR GRANBY, CO.",40.108319,-106.0041847,CO,low full-period coverage,0.1,1.0,0.0,1.0
01391500,Saddle River at Lodi NJ,40.89027778,-74.0805556,NJ,low full-period coverage,0.003,1.0,0.0,1.0
301510081383500,"ST JOHNS RVR AT CHRISTOPHER PT NR JACKSONVILLE, FL",30.25288889,-81.6431,FL,no NWIS WTEMP+FLOW,,,,
03527620,"CLINCH RIVER AT KYLES FORD, TN",36.56952638,-83.04126105,TN,no NWIS WTEMP+FLOW,,,,
02335880,"CHATT R AT POWERS FY AND I-285 NR ATLANTA, GA",33.9019722,-84.4430278,GA,low full-period coverage,0.309,0.17,1.0,1.0
11472150,EEL R NR DOS RIOS CA,39.62487958,-123.3414017,CA,no NWIS WTEMP+FLOW,,,,
01104453,STONY BROOK UNNAMED TRIB 2 NR WESTON STATION,42.37138889,-71.27527778,MA,low full-period coverage,0.759,0.442,0.945,0.0
11254000,SAN JOAQUIN R NR MENDOTA CA,36.8105046,-120.3782256,CA,low full-period coverage,0.283,1.0,0.995,1.0
02079640,"ALLEN CREEK NEAR BOYDTON, VA",36.67958589,-78.326664,VA,low full-period coverage,0.109,1.0,0.0,1.0
02043190,"WEST NECK CR AT RT 149 AT PRINCESS ANNE, VA WN1",36.75570539,-76.0407649,VA,no NWIS WTEMP+FLOW,,,,
14159100,"HORSE CREEK NEAR MCKENZIE BRIDGE, OR",44.16269444,-122.154,OR,no NWIS WTEMP+FLOW,,,,
06026500,"Jefferson River near Twin Bridges, MT",45.613283,-112.329397,MT,low full-period coverage,0.163,1.0,0.268,1.0
07346080,"Big Cypress Ck abv SH 43 nr Karnack, TX",32.7386111,-94.2325,TX,low full-period coverage,0.195,0.976,0.0,0.997
443519122225800,"QUARTZVILLE CR BLW YELLOWBOTTOM CR NR CASCADIA, OR",44.5886,-122.3826639,OR,no NWIS WTEMP+FLOW,,,,
01479800,"East Branch Red Clay Creek near Five Points, PA",39.8195551,-75.6910453,PA,no NWIS WTEMP+FLOW,,,,
13336700,LOCHSA RIVER NR POWELL RANGER STATION ID,46.48325286,-114.8842817,ID,no NWIS WTEMP+FLOW,,,,
142063391,"ROCK CREEK NEAR BETHANY LAKE, NEAR BETHANY, OR",45.55603056,-122.874236,OR,no NWIS WTEMP+FLOW,,,,
01467200,"Delaware River at Penn's Landing, Philadelphia, PA",39.946402,-75.1393603,PA,no NWIS WTEMP+FLOW,,,,
01549100,"Blockhouse Creek Tributary at Liberty, PA",41.56785194,-77.1013593,PA,no NWIS WTEMP+FLOW,,,,
014721254,French Creek on park boundary at Hopewell Village,40.2017,-75.7675667,PA,no NWIS WTEMP+FLOW,,,,
04167625,"LOWER RIVER ROUGE AT WAYNE, MI",42.28445341,-83.42737432,MI,low full-period coverage,0.04,0.1,0.0,0.0
395339083130100,Big Darby Creek above Georgesville OH,39.89416667,-83.2169444,OH,no NWIS WTEMP+FLOW,,,,
09070500,"COLORADO RIVER NEAR DOTSERO, CO",39.6446111,-107.0780139,CO,no NWIS WTEMP+FLOW,,,,
14185600,"MIDDLE SANTIAM RIVER NR SANTIAM JUNCTION, OR",44.5013333,-122.1690556,OR,no NWIS WTEMP+FLOW,,,,
02072500,"SMITH RIVER AT BASSETT, VA",36.77013709,-80.00087509,VA,no NWIS WTEMP+FLOW,,,,
06934000,"Gasconade River near Rich Fountain, MO",38.38880556,-91.8198889,MO,low full-period coverage,0.241,1.0,1.0,1.0
12388700,Flathead River at Perma MT,47.36679167,-114.585,MT,low blind-test-period coverage,0.617,1.0,0.663,1.0
421209121463000,"KLAMATH RIVER AT RAILROAD BRIDGE, OR",42.2025,-121.775,OR,no NWIS WTEMP+FLOW,,,,
05427970,"WILLOW CREEK AT MADISON, WI",43.07416267,-89.4226196,WI,no NWIS WTEMP+FLOW,,,,
14201340,"PUDDING RIVER NEAR WOODBURN, OR",45.15123137,-122.80426,OR,no NWIS WTEMP+FLOW,,,,
06330515,"BLACKTAIL CREEK NR MARMON,ND",48.39838889,-103.6242778,ND,low full-period coverage,0.022,0.047,0.0,0.0
10353500,"QUINN RV NR MC DERMITT, NV",41.77489345,-117.8051426,NV,no NWIS WTEMP+FLOW,,,,
443217088000901,"FOX R (UPPER) A SCHMIDT OIL DOCK A GREEN BAY, WI",44.5380549,-88.0025304,WI,no NWIS WTEMP+FLOW,,,,
14101500,"WHITE RIVER BELOW TYGH VALLEY, OR",45.241722,-121.095139,OR,no NWIS WTEMP+FLOW,,,,
05288550,"MISSISSIPPI RIVER AT FRIDLEY, MN",45.1033129,-93.2771614,MN,no NWIS WTEMP+FLOW,,,,
12413360,EF PINE CREEK ABV GILBERT CR NEAR PINEHURST ID,47.44027778,-116.1752778,ID,low full-period coverage,0.519,0.519,0.0,0.0
12505330,"YAKIMA RIVER AB E TOPPENISH DRAIN NR GRANGER, WA",46.3731848,-120.2250525,WA,no NWIS WTEMP+FLOW,,,,
03195250,"LEFT FORK HOLLY RIVER NEAR REPLETE, WV",38.68871407,-80.43230719,WV,no NWIS WTEMP+FLOW,,,,
02306028,HILLSBOROUGH RIVER AT PLATT STREET AT TAMPA FL,27.94197079,-82.45875611,FL,no NWIS WTEMP+FLOW,,,,
14302020,"WILSON RIVER AT SOLLIE SMITH BR AT TILLAMOOK, OR",45.4771111,-123.8079722,OR,no NWIS WTEMP+FLOW,,,,
04127499,"BOARDMAN RIVER AT TRAVERSE CITY, MI",44.76527629,-85.6210576,MI,no NWIS WTEMP+FLOW,,,,
05083500,"RED RIVER OF THE NORTH AT OSLO, MN",48.193889,-97.140278,MN,no NWIS WTEMP+FLOW,,,,
06076600,"Camas Cr at mouth, nr White Sulphur Springs, MT",46.7033611,-111.192225,MT,low full-period coverage,0.018,0.018,0.137,0.137
14191000,"WILLAMETTE RIVER AT SALEM, OR",44.9442863,-123.0428742,OR,no NWIS WTEMP+FLOW,,,,
01572025,"Swatara Creek near Pine Grove, PA",40.53258999,-76.4021793,PA,no NWIS WTEMP+FLOW,,,,
06120500,Musselshell River at Harlowton MT,46.4288,-109.8411944,MT,no NWIS WTEMP+FLOW,,,,
05385000,"ROOT RIVER NEAR HOUSTON, MN",43.76857719,-91.5698654,MN,no NWIS WTEMP+FLOW,,,,
14337870,"WEST BRANCH ELK CREEK NEAR TRAIL,OREG.",42.7109584,-122.7497655,OR,no NWIS WTEMP+FLOW,,,,
02203578,"NORTH NEWPORT RIVER AT HALFMOON LANDING, GA",31.69549627,-81.2714903,GA,no NWIS WTEMP+FLOW,,,,
0212378405,"PEE DEE R AT HWY731 BL LK TILLERY NR NORWOOD, NC",35.20066667,-80.0618056,NC,low full-period coverage,0.389,0.483,0.585,1.0
11380500,ELDER C A GERBER CA,40.05126768,-122.1658247,CA,no NWIS WTEMP+FLOW,,,,
02319000,"WITHLACOOCHEE RIVER NEAR PINETTA, FLA.",30.59548716,-83.2595906,FL,low full-period coverage,0.243,0.997,0.918,1.0
05344980,"MISSISSIPPI RIVER AT L&D 3 NEAR RED WING, MN",44.60996745,-92.6101938,MN,no NWIS WTEMP+FLOW,,,,
03303280,"OHIO RIVER AT CANNELTON DAM AT CANNELTON, IN",37.89950088,-86.70554179,IN,low full-period coverage,0.021,1.0,0.157,1.0
11128500,SANTA YNEZ R A SOLVANG CA,34.58497968,-120.1445568,CA,no NWIS WTEMP+FLOW,,,,
12507508,"TOPPENISH CREEK AT INDIAN CHURCH RD NR GRANGER, WA",46.31429626,-120.1992173,WA,no NWIS WTEMP+FLOW,,,,
11208625,EF KAWEAH R A SEQ NATL P BNDRY NR HAMMOND CA,36.4582761,-118.6539834,CA,no NWIS WTEMP+FLOW,,,,
02298123,PRAIRIE CREEK NEAR FORT OGDEN FL,27.05199986,-81.7845267,FL,low full-period coverage,0.004,1.0,0.0,1.0
06175510,Missouri R at E Frazer Pump Plant nr Frazer MT,48.0333506,-106.0005722,MT,no NWIS WTEMP+FLOW,,,,
11528500,HAYFORK C NR HYAMPOM CA,40.62597465,-123.434758,CA,no NWIS WTEMP+FLOW,,,,
05075690,"THIEF RIVER AT INLET TO AGASSIZ NWR, NR GATZKE, MN",48.42666667,-95.97,MN,low full-period coverage,0.07,0.143,0.0,0.0
14102000,"DESCHUTES RIVER AT SHERARS BRIDGE, OR",45.26102778,-121.03636111,OR,no NWIS WTEMP+FLOW,,,,
05421000,"Wapsipinicon River at Independence, IA",42.46359796,-91.8951722,IA,no NWIS WTEMP+FLOW,,,,
04137020,"AU SABLE RIVER NEAR SOUTH BRANCH, MI",44.46334886,-83.7213714,MI,no NWIS WTEMP+FLOW,,,,
07093740,"BADGER CREEK, UPPER STATION, NEAR HOWARD, CO",38.65888469,-105.8138942,CO,no NWIS WTEMP+FLOW,,,,
05567545,"MACKINAW RIVER ABOVE MACKINAW, IL",40.56815,-89.3187,IL,no NWIS WTEMP+FLOW,,,,
452710122224800,"BADGER CREEK NEAR BORING, OR",45.45288056,-122.38005,OR,no NWIS WTEMP+FLOW,,,,
03181949,"KNAPP CREEK NEAR MARLINTON, WV",38.1978611,-80.0278056,WV,no NWIS WTEMP+FLOW,,,,
03259757,W Fk Mill Creek at West Fork Road at Cincinnati OH,39.16305556,-84.5575,OH,low full-period coverage,0.165,0.168,0.0,0.0
13073000,PORTNEUF RIVER AT TOPAZ ID,42.6247222,-112.0880556,ID,no NWIS WTEMP+FLOW,,,,
01627500,"SOUTH RIVER AT HARRISTON, VA",38.21874208,-78.8366915,VA,no NWIS WTEMP+FLOW,,,,
