model,scope,feature_set,site_id,horizon,split,n_seeds,n_obs,BIAS,BIAS_std,KGE,KGE_std,MAE,MAE_std,NSE,NSE_std,PBIAS,PBIAS_std,R2,R2_std,RMSE,RMSE_std,SKILL_RMSE,SKILL_RMSE_std,CRPS,CRPS_std,EVT_AUPRC,EVT_AUPRC_std,EVT_AUROC,EVT_AUROC_std,EVT_BASE_RATE,EVT_BASE_RATE_std,EVT_BRIER,EVT_BRIER_std,EVT_BRIER_SKILL,EVT_BRIER_SKILL_std,MPIW,MPIW_std,PICP,PICP_std,PINBALL,PINBALL_std,WINKLER,WINKLER_std
ThermoRoute,joint,V1,s2,3,calib,1,365,-0.04578365430439988,0.0,0.9808715783550436,0.0,0.3187412052938383,0.0,0.9923318036190423,0.0,-0.36905178382141923,0.0,0.9923318036190423,0.0,0.40690083615349204,0.0,0.20048387858481953,0.0,0.16690145102810097,0.0,0.8330123744839879,0.0,0.9826388888888888,0.0,0.08767123287671233,0.0,0.03175754257765812,0.0,0.6029562115375744,0.0,1.3837746456877826,0.0,0.9068493150684932,0.0,0.08345072551405049,0.0,1.8196314779046463,0.0
ThermoRoute,joint,V1,s2,3,test,1,724,0.008765682331106282,0.0,0.9942249262710318,0.0,0.3575845693356424,0.0,0.9886484402015651,0.0,0.07054012560056662,0.0,0.9886484402015651,0.0,0.47711110206574736,0.0,0.18534410423208625,0.0,0.19210108266131434,0.0,0.7737449088645433,0.0,0.9730986276773117,0.0,0.06353591160220995,0.0,0.02931545754665546,0.0,0.5072957780326596,0.0,1.3539357712255657,0.0,0.861878453038674,0.0,0.09605054133065717,0.0,2.1871867864830055,0.0
ThermoRoute,joint,V1,s2,3,val,1,731,0.016689540586458513,0.0,0.9869725214104444,0.0,0.3084670848298497,0.0,0.9907988782895821,0.0,0.13330041802511425,0.0,0.9907988782895821,0.0,0.4198854834407116,0.0,0.23009028711642976,0.0,0.1607636931711172,0.0,0.8073673809376097,0.0,0.9785643318430204,0.0,0.08207934336525308,0.0,0.03231655044798202,0.0,0.5710704368180597,0.0,1.3518608849286706,0.0,0.905608755129959,0.0,0.0803818465855586,0.0,1.7382399468350183,0.0
ThermoRoute,joint,V1,s2,7,calib,1,365,-0.00981853824772247,0.0,0.9638848059188606,0.0,0.4720702667758889,0.0,0.9838064830551819,0.0,-0.07928862278982539,0.0,0.9838064830551819,0.0,0.595740167348896,0.0,0.32054690636501726,0.0,0.24203771194910897,0.0,0.4981263127518286,0.0,0.9160097597597597,0.0,0.08767123287671233,0.0,0.05779391192604709,0.0,0.2774405108622974,0.0,2.0938652312918884,0.0,0.9068493150684932,0.0,0.12101885597455449,0.0,2.540428690714379,0.0
ThermoRoute,joint,V1,s2,7,test,1,724,0.010610967709873263,0.0,0.9868875817676258,0.0,0.5262427949115057,0.0,0.9760693420139163,0.0,0.08534322002245304,0.0,0.9760693420139163,0.0,0.6909344669892229,0.0,0.3031107652312309,0.0,0.27556690972154313,0.0,0.4298217413158185,0.0,0.9348467359240733,0.0,0.06353591160220995,0.0,0.04552049483317128,0.0,0.23493808839068353,0.0,2.089096284044382,0.0,0.8743093922651933,0.0,0.13778345486077156,0.0,3.004579342531235,0.0
ThermoRoute,joint,V1,s2,7,val,1,731,-0.007410923531215266,0.0,0.9805892927174847,0.0,0.4651133084590719,0.0,0.9803275776483715,0.0,-0.05914563286315119,0.0,0.9803275776483715,0.0,0.6117043641784248,0.0,0.3303089366366734,0.0,0.23504506366414893,0.0,0.48191382766092145,0.0,0.9398907103825137,0.0,0.08207934336525308,0.0,0.05251676398561919,0.0,0.3029580099417042,0.0,2.0939949547054013,0.0,0.948016415868673,0.0,0.11752253183207446,0.0,2.4002188253337478,0.0
ThermoRoute,joint,V2,b1,1,calib,1,365,-0.012606699499365402,0.0,0.9894031909106311,0.0,0.22374756858773429,0.0,0.9968523552604841,0.0,-0.12741797483110584,0.0,0.9968523552604841,0.0,0.2935566377657201,0.0,0.1349153032801358,0.0,0.11602668743699655,0.0,0.8833957609682584,0.0,0.9811143695014662,0.0,0.1506849315068493,0.0,0.038744257976887686,0.0,0.6972607760158047,0.0,0.9456492427277239,0.0,0.9068493150684932,0.0,0.05801334371849828,0.0,1.2433249372325532,0.0
ThermoRoute,joint,V2,b1,1,test,1,724,-0.17727740034872655,0.0,0.9800938909718916,0.0,0.3014925705135198,0.0,0.9945607532580933,0.0,-1.8015389069272016,0.0,0.9945607532580933,0.0,0.3828975790631711,0.0,-0.11064806432844954,0.0,0.15468169826719205,0.0,0.6662154971233084,0.0,0.9597900906426771,0.0,0.0925414364640884,0.0,0.06644525113208048,0.0,0.2087733488494815,0.0,0.972276734548379,0.0,0.8052486187845304,0.0,0.07734084913359603,0.0,1.6255252428805624,0.0
ThermoRoute,joint,V2,b1,1,val,1,731,0.019042553066718107,0.0,0.9949384617074627,0.0,0.2318990528991219,0.0,0.996387146659926,0.0,0.1922135638885934,0.0,0.996387146659926,0.0,0.31030642218153925,0.0,0.14915723092316857,0.0,0.1218360222859085,0.0,0.9572603749509739,0.0,0.994771660264618,0.0,0.09712722298221614,0.0,0.02039075699512621,0.0,0.7674770529545799,0.0,0.9262802749260669,0.0,0.8878248974008208,0.0,0.06091801114295425,0.0,1.3360901395860347,0.0
ThermoRoute,joint,V2,b1,3,calib,1,365,-0.09863771183850015,0.0,0.9785356169719149,0.0,0.4245021849462431,0.0,0.9889925709241825,0.0,-0.9973341334417547,0.0,0.9889925709241825,0.0,0.5495474246470099,0.0,0.21321471738981845,0.0,0.21840975883888872,0.0,0.8230736807062633,0.0,0.9731378299120235,0.0,0.1506849315068493,0.0,0.047875469660117624,0.0,0.6259114694768722,0.0,1.9010127898764937,0.0,0.9068493150684932,0.0,0.10920487941944436,0.0,2.3072709157042306,0.0
ThermoRoute,joint,V2,b1,3,test,1,724,-0.3326147712396653,0.0,0.9568357268190825,0.0,0.568212258223012,0.0,0.9798966844172495,0.0,-3.378694817727909,0.0,0.9798966844172495,0.0,0.7353041739653003,0.0,-0.04451852657633171,0.0,0.3163139272186199,0.0,0.6232914618990434,0.0,0.9566777982234943,0.0,0.0925414364640884,0.0,0.07029557038163854,0.0,0.16292394420756962,0.0,2.572313596036553,0.0,0.830110497237569,0.0,0.15815696360930995,0.0,3.8072952343284747,0.0
ThermoRoute,joint,V2,b1,3,val,1,731,-0.025833466147593694,0.0,0.9936514340730483,0.0,0.4069145554230738,0.0,0.9893463143839433,0.0,-0.2607387369311821,0.0,0.9893463143839433,0.0,0.5327413923596188,0.0,0.25923999025965294,0.0,0.20983825980176463,0.0,0.8883135669297675,0.0,0.9851045667947076,0.0,0.09712722298221614,0.0,0.0312408660780365,0.0,0.6437494571460671,0.0,1.9200552674226983,0.0,0.9343365253077975,0.0,0.10491912990088231,0.0,2.2260022398221997,0.0
ThermoRoute,joint,V2,b1,7,calib,1,365,-0.17162602535665852,0.0,0.9678129680855877,0.0,0.6011987937639838,0.0,0.9787963207915585,0.0,-1.736046429588717,0.0,0.9787963207915585,0.0,0.763606006735938,0.0,0.32181645148435156,0.0,0.30370058583342324,0.0,0.7199102589388959,0.0,0.9490322580645161,0.0,0.1506849315068493,0.0,0.06512471846950374,0.0,0.4911295825201266,0.0,2.631366329650356,0.0,0.9068493150684932,0.0,0.15185029291671162,0.0,3.099029637362859,0.0
ThermoRoute,joint,V2,b1,7,test,1,724,-0.4472668457426419,0.0,0.9509652191450664,0.0,0.7819155023242887,0.0,0.9628064662885236,0.0,-4.539952562021065,0.0,0.9628064662885236,0.0,0.998172004739202,0.0,0.16535113091352338,0.0,0.4077478199126971,0.0,0.5166235827631579,0.0,0.924782480292601,0.0,0.0925414364640884,0.0,0.06575156587132185,0.0,0.21703371744574862,0.0,2.4319882510610706,0.0,0.7955801104972375,0.0,0.20387390995634855,0.0,4.4132795741380235,0.0
ThermoRoute,joint,V2,b1,7,val,1,731,-0.09227980389966847,0.0,0.9846740668094341,0.0,0.6296673337999023,0.0,0.9761956840512149,0.0,-0.9312570638199072,0.0,0.9761956840512149,0.0,0.7960203358132102,0.0,0.33622394294433366,0.0,0.31721273011613316,0.0,0.6866961634920533,0.0,0.965044814340589,0.0,0.09712722298221614,0.0,0.04595334028403331,0.0,0.4759779584456614,0.0,2.6927697389461764,0.0,0.9124487004103967,0.0,0.15860636505806658,0.0,3.219708565484972,0.0
ThermoRoute,joint,V2,p3,1,calib,1,365,0.020762273710067957,0.0,0.9906453484567455,0.0,0.13865049179286174,0.0,0.9972970166833672,0.0,0.12353661175852373,0.0,0.9972970166833672,0.0,0.18169605003871048,0.0,-0.22347201180825715,0.0,0.07064128832185651,0.0,0.927655935741869,0.0,0.9889327197019504,0.0,0.07397260273972603,0.0,0.022148812180791465,0.0,0.6766627763814523,0.0,0.5668212080655033,0.0,0.9068493150684932,0.0,0.035320644160928255,0.0,0.7327337317270776,0.0
ThermoRoute,joint,V2,p3,1,test,1,724,0.034861664745689094,0.0,0.9911858451209623,0.0,0.16587890972748645,0.0,0.9960774947806538,0.0,0.20282091000778563,0.0,0.9960774947806538,0.0,0.21269681334613555,0.0,-0.3360177983604187,0.0,0.0849038755037508,0.0,0.45254118530028686,0.0,0.9415933528836755,0.0,0.058011049723756904,0.0,0.0541087235113722,0.0,0.009827738626657756,0.0,0.5744257144506465,0.0,0.835635359116022,0.0,0.0424519377518754,0.0,0.8883271678376592,0.0
ThermoRoute,joint,V2,p3,1,val,1,731,0.027179397082035258,0.0,0.9883430375906839,0.0,0.17519282381446516,0.0,0.9952340974729468,0.0,0.15556987039616726,0.0,0.9952340974729468,0.0,0.2210388858242963,0.0,-0.2970368765574085,0.0,0.08976406705363178,0.0,0.8756294590594013,0.0,0.9827960550526238,0.0,0.11491108071135431,0.0,0.03420555109972937,0.0,0.6636838063770005,0.0,0.5813126740149043,0.0,0.8221614227086184,0.0,0.04488203352681589,0.0,0.9409937734643017,0.0
ThermoRoute,joint,V2,p3,3,calib,1,365,-0.005536322397728489,0.0,0.9784943453251931,0.0,0.2883258976348459,0.0,0.9888777152914449,0.0,-0.032953225222911026,0.0,0.9888777152914449,0.0,0.3692800267828554,0.0,-0.18293350863118008,0.0,0.14489111033748822,0.0,0.6982644578917434,0.0,0.972715318869165,0.0,0.07397260273972603,0.0,0.032774095767444875,0.0,0.5215506346094564,0.0,1.1296711307682403,0.0,0.9068493150684932,0.0,0.07244555516874411,0.0,1.4634743337761866,0.0
ThermoRoute,joint,V2,p3,3,test,1,724,0.007592205184599313,0.0,0.9781084791061021,0.0,0.34595074706314677,0.0,0.9831652687281818,0.0,0.04414923668592428,0.0,0.9831652687281818,0.0,0.43957878519494265,0.0,-0.36042247418899964,0.0,0.17848648458554603,0.0,0.2875207036188172,0.0,0.9121631057114927,0.0,0.058011049723756904,0.0,0.06625737107120794,0.0,-0.2124886097607157,0.0,1.142276636144733,0.0,0.8259668508287292,0.0,0.08924324229277301,0.0,1.895087066934912,0.0
ThermoRoute,joint,V2,p3,3,val,1,731,-0.005451833826735636,0.0,0.9708381933302664,0.0,0.35769346735545937,0.0,0.9806173906331765,0.0,-0.031210181780126637,0.0,0.9806173906331765,0.0,0.4461784766682388,0.0,-0.3378126746402832,0.0,0.18301402551639692,0.0,0.7453833303746009,0.0,0.962298520644734,0.0,0.11491108071135431,0.0,0.05353613265094632,0.0,0.47362145103387343,0.0,1.1446976015897194,0.0,0.8043775649794802,0.0,0.09150701275819846,0.0,1.9134860919373138,0.0
ThermoRoute,joint,V2,p3,7,calib,1,365,-0.025450186533470677,0.0,0.9670500908004087,0.0,0.44306637489632383,0.0,0.9757281881240524,0.0,-0.15158808901495419,0.0,0.9757281881240524,0.0,0.547612674203167,0.0,0.06961969884710939,0.0,0.22117799088290838,0.0,0.5743242495619864,0.0,0.9460880999342538,0.0,0.07397260273972603,0.0,0.04434034243522843,0.0,0.3527019372291178,0.0,1.8158184365050434,0.0,0.9068493150684932,0.0,0.11058899544145419,0.0,2.204675977524013,0.0
ThermoRoute,joint,V2,p3,7,test,1,724,-0.06853425436915614,0.0,0.9561980521531491,0.0,0.5745179337032592,0.0,0.9567897248036957,0.0,-0.3981384471980552,0.0,0.9567897248036957,0.0,0.7005987124461402,0.0,-0.23945857713648144,0.0,0.2862877080453694,0.0,0.3230719431298194,0.0,0.902073732718894,0.0,0.058011049723756904,0.0,0.061223879353144786,0.0,-0.1203773279998166,0.0,1.8757310717145383,0.0,0.8287292817679558,0.0,0.1431438540226847,0.0,2.843451904328488,0.0
ThermoRoute,joint,V2,p3,7,val,1,731,-0.08875558803574005,0.0,0.9399278768913386,0.0,0.5989616540159964,0.0,0.9486378388307989,0.0,-0.5081917687830404,0.0,0.9486378388307989,0.0,0.7271902458462087,0.0,-0.22073598679165696,0.0,0.2976894757000758,0.0,0.6210758059725963,0.0,0.9406601898873923,0.0,0.11491108071135431,0.0,0.06276943929559647,0.0,0.3828376324592544,0.0,1.899248206664371,0.0,0.8221614227086184,0.0,0.1488447378500379,0.0,2.941067730842308,0.0
ThermoRoute,joint,V2,s2,1,calib,1,365,0.03171499722624478,0.0,0.9913634197120446,0.0,0.19733514524485968,0.0,0.9967766458603505,0.0,0.2554049507936524,0.0,0.9967766458603505,0.0,0.262819640223249,0.0,0.07443034882125155,0.0,0.10568456179475132,0.0,0.8915787184697926,0.0,0.9784159159159158,0.0,0.08767123287671233,0.0,0.028070327496887953,0.0,0.6490550506075317,0.0,0.82918111200202,0.0,0.9068493150684932,0.0,0.05284228089737566,0.0,1.1971854013939425,0.0
ThermoRoute,joint,V2,s2,1,test,1,724,0.06338064446633691,0.0,0.9944574358981887,0.0,0.20770640267851603,0.0,0.99586305749724,0.0,0.5101738471421987,0.0,0.99586305749724,0.0,0.2883633684869919,0.0,0.06686454849534285,0.0,0.11464301520070098,0.0,0.7285705888605035,0.0,0.9786456329357446,0.0,0.06353591160220995,0.0,0.04087254680963626,0.0,0.31305604411543486,0.0,0.8351611152538279,0.0,0.8591160220994475,0.0,0.05732150760035049,0.0,1.362226429235869,0.0
ThermoRoute,joint,V2,s2,1,val,1,731,0.055146231044659696,0.0,0.9944248103360095,0.0,0.1710113526695241,0.0,0.9970662810939449,0.0,0.44064902617194546,0.0,0.9970662810939449,0.0,0.23756162016581997,0.0,0.11573471002203073,0.0,0.09104421215953211,0.0,0.8991571420373398,0.0,0.9923994038748136,0.0,0.08207934336525308,0.0,0.0191409303878863,0.0,0.7459471757857536,0.0,0.8328894662139517,0.0,0.9343365253077975,0.0,0.045522106079766055,0.0,1.0212128380907217,0.0
ThermoRoute,joint,V2,s2,3,calib,1,365,-0.005887695207987746,0.0,0.9758889073561955,0.0,0.3372754031664705,0.0,0.9917168555668849,0.0,-0.04745939248662997,0.0,0.9917168555668849,0.0,0.4229018511169675,0.0,0.1690436152930569,0.0,0.17297424046416265,0.0,0.8050153919044236,0.0,0.9664039039039038,0.0,0.08767123287671233,0.0,0.03604092857993026,0.0,0.5494038372746642,0.0,1.4624148773820433,0.0,0.9068493150684932,0.0,0.08648712023208133,0.0,1.8164731822601736,0.0
ThermoRoute,joint,V2,s2,3,test,1,724,0.06417088613984334,0.0,0.9914093397664936,0.0,0.361941095215181,0.0,0.98849190723714,0.0,0.5164027393670018,0.0,0.98849190723714,0.0,0.4803894141666146,0.0,0.17974646403973793,0.0,0.19128137201235443,0.0,0.6522301440429645,0.0,0.9612671540336026,0.0,0.06353591160220995,0.0,0.046820559946806145,0.0,0.2130879238724963,0.0,1.481435845570011,0.0,0.8784530386740331,0.0,0.09564068600617721,0.0,2.1190302082188217,0.0
ThermoRoute,joint,V2,s2,3,val,1,731,0.04149630686163739,0.0,0.9914446241064871,0.0,0.3037679022542429,0.0,0.9909483526448606,0.0,0.33143363189054975,0.0,0.9909483526448606,0.0,0.4164609498966459,0.0,0.23636957454515084,0.0,0.15935340499530035,0.0,0.8234650016496329,0.0,0.9814952806756085,0.0,0.08207934336525308,0.0,0.030078116543973413,0.0,0.6007806151430488,0.0,1.4621663269690057,0.0,0.9384404924760602,0.0,0.07967670249765017,0.0,1.7429231273165806,0.0
ThermoRoute,joint,V2,s2,7,calib,1,365,-0.009027247232933567,0.0,0.9588834143511833,0.0,0.4742401815440557,0.0,0.9822278943066439,0.0,-0.07289863140764294,0.0,0.9822278943066439,0.0,0.624102233400662,0.0,0.2881994257401861,0.0,0.24838866640988008,0.0,0.52276875613421,0.0,0.8883258258258258,0.0,0.08767123287671233,0.0,0.06378347602240002,0.0,0.20255690756587819,0.0,2.239084458677736,0.0,0.9068493150684932,0.0,0.12419433320494004,0.0,2.709258176855845,0.0
ThermoRoute,joint,V2,s2,7,test,1,724,0.0699223978084754,0.0,0.9838723427595254,0.0,0.5260909571832056,0.0,0.9762530339190743,0.0,0.5623806182270888,0.0,0.9762530339190743,0.0,0.6882775495349807,0.0,0.3057905811327287,0.0,0.27429526151873135,0.0,0.4419623793829105,0.0,0.9325702193151211,0.0,0.06353591160220995,0.0,0.05091711066567441,0.0,0.14423728998839358,0.0,2.3251832838875153,0.0,0.9226519337016574,0.0,0.13714763075936567,0.0,2.967948273729883,0.0
ThermoRoute,joint,V2,s2,7,val,1,731,0.028517430197197827,0.0,0.984977986673534,0.0,0.458018093526608,0.0,0.9804052413916883,0.0,0.22759396309239974,0.0,0.9804052413916883,0.0,0.6104957120227664,0.0,0.3316321633369542,0.0,0.2379636316064608,0.0,0.5559160440757616,0.0,0.9517138599105812,0.0,0.08207934336525308,0.0,0.049185514621636145,0.0,0.34717285697011246,0.0,2.3215928628898026,0.0,0.9589603283173734,0.0,0.1189818158032304,0.0,2.5587280129277428,0.0
ThermoRoute,joint,V3,b1,1,calib,3,365,-0.05159613966397499,0.01850823135072617,0.9923574770948628,0.0010562596544707286,0.22119239171346028,0.0018911641497576723,0.9970044465917326,7.135146716837744e-05,-0.5214906269017933,0.18706572299385918,0.9970044465917326,7.135146716837744e-05,0.28635618480939257,0.0034224594726404863,0.1561343828737011,0.010085676608982326,0.11304578109418965,0.000942689897967098,0.9129795041004565,0.02106814506662103,0.9848680351906157,0.0038127678505912315,0.1506849315068493,0.0,0.039368055609426245,0.00351976637647489,0.6923865566847608,0.027502690645290543,0.9059690785734621,0.012504332780126097,0.9068493150684932,0.0,0.05652289054709483,0.000471344948983549,1.1794495156910865,0.01074518082242105
ThermoRoute,joint,V3,b1,1,test,3,724,-0.3310377810486553,0.2059613918174516,0.9575587111697285,0.029507018506978542,0.440008990974277,0.17220388939964604,0.9885279865273194,0.007706478610666344,-3.364091762677321,2.0930330654337252,0.9885279865273194,0.007706478610666344,0.5266328573543765,0.17854076117457474,-0.5275723734359264,0.5178824877593551,0.27428160856076,0.15229007985077964,0.6681363004428497,0.0626534766152852,0.9494460725292866,0.026389370850270506,0.0925414364640884,0.0,0.051334036927112914,0.00525953949368358,0.388716914514507,0.06263032721343635,1.1522439850518278,0.18793504079394732,0.6514732965009208,0.26240024375425497,0.13714080428038,0.07614503992538982,3.8283583470800298,2.8474315154704524
ThermoRoute,joint,V3,b1,1,val,3,731,-0.015328809979078274,0.021656302718119996,0.9947976960911973,0.0012166232102464583,0.23288368004617546,0.0044446630418150165,0.9964243915813856,0.0001489741792058125,-0.15472742472748002,0.21859648291464565,0.9964243915813856,0.0001489741792058125,0.30863662347812565,0.006391828283950532,0.15373572511811676,0.017526033906569993,0.12244515250040454,0.0023201136335891572,0.9512356665414113,0.011507785774826602,0.9933418693982073,0.0010729667170274297,0.09712722298221614,0.0,0.018984066973659505,0.0021682348174765324,0.7835180321810502,0.02472514138472827,0.897038952895511,0.016684286971542457,0.870953032375741,0.010135025431323687,0.06122257625020227,0.0011600568167945786,1.3445177745503807,0.028857381838238924
ThermoRoute,joint,V3,b1,3,calib,3,365,-0.1521415038740254,0.030535071708286086,0.974368010529571,0.00773262073671073,0.4316322593384137,0.01360793495832043,0.988682719544383,0.0007323120707471817,-1.5383154383707136,0.3087426574901418,0.988682719544383,0.0007323120707471817,0.5569416859814208,0.0178741301222434,0.20262837718919802,0.02559033468071217,0.22144702521814788,0.006446658193288082,0.8341917567621852,0.020454325012929868,0.9742521994134897,0.00221997556826514,0.1506849315068493,0.0,0.05553732500836996,0.008598102745017799,0.5660433944761132,0.06718370898510528,1.8496470591248986,0.056762900674916,0.9068493150684932,0.0,0.11072351260907394,0.003223329096644041,2.327088163160298,0.07121602264188141
ThermoRoute,joint,V3,b1,3,test,3,724,-0.4158224326800246,0.09519169956030295,0.9498525749092162,0.017105897020562654,0.6152752996259412,0.054320200879582094,0.9771569103604568,0.005157769986860563,-4.223916734529764,0.9669555588178073,0.9771569103604568,0.005157769986860563,0.7789427815347515,0.0872107581510965,-0.10650829311672531,0.12388512921713254,0.31643314219604174,0.03446546935343385,0.4326959686341909,0.12348414339278126,0.8236443354006225,0.16413510491185015,0.0925414364640884,0.0,0.06831657380650348,0.013830345415137021,0.18648973417907364,0.16469104564480194,2.4454993794416633,0.7788818160924023,0.847145488029466,0.06744267687034593,0.15821657109802087,0.017232734676716925,3.3402412696218398,0.49093101983206006
ThermoRoute,joint,V3,b1,3,val,3,731,-0.061032567511287605,0.008071995680993902,0.9903653942096793,0.0017069031318905337,0.40786619122257745,0.0029050412192564846,0.9894943725436992,0.00022506147889432692,-0.6160053967842224,0.08147114081988382,0.9894943725436992,0.00022506147889432692,0.5289960111843643,0.005687964349190003,0.26444782399596967,0.00790893402903547,0.20953299677159984,0.0015190580704153365,0.900100541448391,0.005988967827268695,0.9860079669938825,0.00091378653108696,0.09712722298221614,0.0,0.02802783737071241,0.0016528936306349014,0.680388749358078,0.018848525252872943,1.820824778493115,0.04331563044218893,0.9078887368901049,0.01235405123952944,0.10476649838579992,0.0007595290352076683,2.2073279909222188,0.017707598612370486
ThermoRoute,joint,V3,b1,7,calib,3,365,-0.2294530156540544,0.06567308104131246,0.9612632418019386,0.009803789546459857,0.6340550657821028,0.02333638051066944,0.9763722071636848,0.0012929354904433732,-2.3209830080070133,0.6643020347580272,0.9763722071636848,0.0012929354904433732,0.805773837293899,0.022022171442704692,0.2843658176381804,0.01955861300629884,0.31958139418467,0.009623756020748107,0.6906918493127249,0.0223993139994177,0.9479374389051808,0.0032246806293951325,0.1506849315068493,0.0,0.07400853101711724,0.00393048775270707,0.4217133991390967,0.030711978348991677,2.718801426669778,0.10550785493777129,0.9068493150684932,0.0,0.159790697092335,0.0048118780103740535,3.2468911677190704,0.05550807812261343
ThermoRoute,joint,V3,b1,7,test,3,724,-0.41406159034311,0.2843079285932427,0.9284701822683755,0.02246346017315345,0.8585332629869438,0.09762875953435547,0.956131909955872,0.007546019981598436,-4.202904811313402,2.8858488419293455,0.956131909955872,0.007546019981598436,1.0798487214936412,0.09525416300136597,0.09705490646911945,0.07964937811058066,0.44033091951817954,0.04933947058522572,0.3628632768530667,0.2211708014180959,0.6765866254723338,0.339456999578699,0.0925414364640884,0.0,0.07696253009254266,0.016315941689725496,0.08353412905090407,0.1942893989198235,3.5075611937276565,0.7031134012295086,0.8710865561694291,0.051363555319320686,0.22016545975908977,0.02466973529261286,4.624594955675948,0.594876601902506
ThermoRoute,joint,V3,b1,7,val,3,731,-0.11435889936830701,0.012577584018277172,0.9817390505848835,0.0016347243948537234,0.6329432050223986,0.00923295118391201,0.9758285661923276,0.0008657130721913667,-1.1540719458311337,0.12692879121789144,0.9758285661923276,0.0008657130721913667,0.8020047723528099,0.014458572312366835,0.33123371152531195,0.012056543895141289,0.3190095074589192,0.004824419520389824,0.7009945837003623,0.022375989950106142,0.9636292502489686,0.003068699162899371,0.09712722298221614,0.0,0.045776245470883915,0.0013170977066289595,0.4779974326549709,0.01501932666675059,2.688982386731471,0.07460974009910674,0.9097127222982215,0.016754375805630505,0.1595047537294596,0.002412209760194912,3.240853173543588,0.05812690398794229
ThermoRoute,joint,V3,p3,1,calib,3,365,-0.021695809386092234,0.025166208430833482,0.9880841041875317,0.007824096821947669,0.15287449022406313,0.01741602460676984,0.996849223895074,0.0004980321742592324,-0.1290911977341348,0.14974025310370434,0.996849223895074,0.0004980321742592324,0.19558154145902293,0.015183100325646159,-0.3169716234912658,0.10223721592707852,0.07781828739508828,0.007163472245559754,0.8769333744917475,0.026780390462632253,0.9917817225509533,0.0016399988546017732,0.07397260273972603,0.0,0.02278710358813552,0.0031416336179484567,0.6673447429887096,0.04586282475839063,0.6428431445605134,0.03357879093567189,0.9068493150684932,0.0,0.03890914369754414,0.003581736122779877,0.8058037196120171,0.043281044519745536
ThermoRoute,joint,V3,p3,1,test,3,724,-0.012346683066633307,0.026051649888710456,0.9857048306788009,0.009292325204701787,0.17152495059299647,0.012333740854266367,0.9958916661491014,0.0004536510408215548,-0.07183149495068054,0.15156531898798278,0.9958916661491014,0.0004536510408215548,0.21734795061543363,0.011960102411371883,-0.3652331028900979,0.07512528956323698,0.08731489134683722,0.005105947922045541,0.5031674790008701,0.09152091502230822,0.9569659730950054,0.01348940156963953,0.058011049723756904,0.0,0.03724664303816284,0.003536230379907379,0.31839839544704757,0.06471188016982299,0.655155461137466,0.02933838516685485,0.8632596685082873,0.012198564732497027,0.04365744567341861,0.0025529739610227705,0.9041972344751515,0.03046844877187605
ThermoRoute,joint,V3,p3,1,val,3,731,-0.008452453300173404,0.03593330878285951,0.9859564290912259,0.008476490038210042,0.1788013030337896,0.007286371534945855,0.9949224627713456,0.0002702410563248286,-0.048380288218636464,0.20567565105959704,0.9949224627713456,0.0002702410563248286,0.2280687979928854,0.006129505308065685,-0.33828778717260083,0.03596740179886348,0.09208336160581225,0.002429727468324469,0.9001532928871206,0.01614571485482755,0.987463506783445,0.0032944402479668034,0.11491108071135431,0.0,0.0365358861709022,0.009751480782876784,0.6407714604037404,0.09587861600367238,0.6552315245357433,0.03058916793237381,0.8490652074783402,0.01007328866136548,0.046041680802906125,0.0012148637341622345,0.9744878178364709,0.015930515679895542
ThermoRoute,joint,V3,p3,3,calib,3,365,-0.03345875326356931,0.023138407184428094,0.9789020229950206,0.012982724438329783,0.28702744610233394,0.023963385521182996,0.9890243853004699,0.0018096717669621514,-0.19915275028502433,0.1377241223453178,0.9890243853004699,0.0018096717669621514,0.3656330953319706,0.029696649870880103,-0.17125110746121552,0.09512879029065002,0.14650671031377088,0.01149843371018126,0.6627482689742238,0.035256057616061945,0.975235590620206,0.006897262757771702,0.07397260273972603,0.0,0.03447275854900705,0.003643643743057793,0.496752875561646,0.05319136945669384,1.2170233147329392,0.1150254506463498,0.9068493150684932,0.0,0.07325335515688544,0.00574921685509063,1.5249268483897866,0.1060997518576904
ThermoRoute,joint,V3,p3,3,test,3,724,-0.03625370828266741,0.006768893106635381,0.9704951293562288,0.013753056151625013,0.3287670384015387,0.026391799075868413,0.984504182853708,0.002149119777381461,-0.21081800462409508,0.039361615841569,0.984504182853708,0.002149119777381461,0.4207571444554877,0.0287200389644046,-0.30217265885337014,0.08888369453369452,0.1683638667387052,0.012168817530186015,0.338259647779781,0.058814938544303565,0.9197737746124842,0.010375655256908338,0.058011049723756904,0.0,0.047995522575552625,0.002605882202068207,0.12169735228660472,0.04768680732880562,1.248003011689441,0.09780563167182812,0.869705340699816,0.009045526106992887,0.0841819333693526,0.0060844087650930075,1.7632456181457685,0.10160729720139038
