model,scope,feature_set,site_id,horizon,split,n_seeds,n_obs,BIAS,BIAS_std,KGE,KGE_std,MAE,MAE_std,NSE,NSE_std,PBIAS,PBIAS_std,R2,R2_std,RMSE,RMSE_std,SKILL_RMSE,SKILL_RMSE_std,CRPS,CRPS_std,EVT_AUPRC,EVT_AUPRC_std,EVT_AUROC,EVT_AUROC_std,EVT_BASE_RATE,EVT_BASE_RATE_std,EVT_BRIER,EVT_BRIER_std,EVT_BRIER_SKILL,EVT_BRIER_SKILL_std,MPIW,MPIW_std,PICP,PICP_std,PINBALL,PINBALL_std,WINKLER,WINKLER_std
LightGBM,per_station,V2,b1,3,test,1,728,-0.2265891751631097,0.0,0.9731225247629383,0.0,0.4836972465279192,0.0,0.9852080566363514,0.0,-2.310223933430582,0.0,0.9852080566363514,0.0,0.6318096175915436,0.0,0.10043587753438077,0.0,0.2495507714615326,0.0,0.6319112809698715,0.0,0.9530336216045341,0.0,0.09203296703296704,0.0,0.052677185121058116,0.0,0.3696103759824604,0.0,2.185091852953534,0.0,0.9134615384615384,0.0,0.1247753857307663,0.0,2.743140449496518,0.0
LightGBM,per_station,V2,b1,3,val,1,731,-0.15460018153995939,0.0,0.9801604972069026,0.0,0.4514737018802075,0.0,0.987129261979472,0.0,-1.5603889860783462,0.0,0.987129261979472,0.0,0.5855557208628426,0.0,0.1858033308418484,0.0,0.23500094375134736,0.0,0.8791913982279536,0.0,0.9845283824157064,0.0,0.09712722298221614,0.0,0.02810392239981792,0.0,0.6795211251105879,0.0,1.9312693400286647,0.0,0.8809849521203831,0.0,0.11750047187567368,0.0,2.573227516687672,0.0
LightGBM,per_station,V2,b1,7,calib,1,365,-0.29390374634043986,0.0,0.9537629007818981,0.0,0.6381946236115592,0.0,0.9759810237052386,0.0,-2.972920613409282,0.0,0.9759810237052386,0.0,0.8127200431411454,0.0,0.2781966697459839,0.0,0.3360941914611812,0.0,0.5892113691378041,0.0,0.9473313782991203,0.0,0.1506849315068493,0.0,0.0935661830040043,0.0,0.26889415069729794,0.0,2.9186842928554406,0.0,0.9068493150684932,0.0,0.1680470957305906,0.0,3.443286440111021,0.0
LightGBM,per_station,V2,b1,7,test,1,724,-0.424463816785043,0.0,0.9453437673619463,0.0,0.7780029894260652,0.0,0.9603951357726007,0.0,-4.308491922446915,0.0,0.9603951357726007,0.0,1.0300206426216285,0.0,0.1387200166844197,0.0,0.3878177855540448,0.0,0.4442091964272104,0.0,0.9179672414184784,0.0,0.0925414364640884,0.0,0.06495769891862972,0.0,0.2264870445042777,0.0,3.1256538056215883,0.0,0.899171270718232,0.0,0.1939088927770224,0.0,3.9176769637817292,0.0
LightGBM,per_station,V2,b1,7,val,1,731,-0.31745610093530224,0.0,0.959566601709327,0.0,0.7053519300300155,0.0,0.9695505454838628,0.0,-3.2036612980245445,0.0,0.9695505454838628,0.0,0.9002975502065874,0.0,0.24927048559807818,0.0,0.353528260996143,0.0,0.6618050842120045,0.0,0.9595603926589842,0.0,0.09712722298221614,0.0,0.0488496137514671,0.0,0.44295073722684497,0.0,2.876519956608969,0.0,0.8850889192886456,0.0,0.1767641304980715,0.0,3.6981031837657485,0.0
LightGBM,per_station,V2,p3,1,calib,1,365,-0.03029657503162713,0.0,0.9911140826341487,0.0,0.1259732513636347,0.0,0.9978036046890861,0.0,-0.18026620185419767,0.0,0.9978036046890861,0.0,0.16378686085624292,0.0,-0.10287819743310678,0.0,0.06797695766385675,0.0,0.9672901555660174,0.0,0.9972605741836511,0.0,0.07397260273972603,0.0,0.011509820599921033,0.0,0.8319750329386265,0.0,0.5961615211598184,0.0,0.9068493150684932,0.0,0.033988478831928376,0.0,0.7312953665978629,0.0
LightGBM,per_station,V2,p3,1,test,1,730,-0.019706469106742352,0.0,0.9958027046235856,0.0,0.1427432943137719,0.0,0.9970576164865484,0.0,-0.11475436896580207,0.0,0.9970576164865484,0.0,0.183695427173008,0.0,-0.157675978430168,0.0,0.07976841118724036,0.0,0.7161837852376193,0.0,0.9767441860465116,0.0,0.057534246575342465,0.0,0.03319648573462219,0.0,0.38779044685583075,0.0,0.638739165953934,0.0,0.8671232876712329,0.0,0.03988420559362018,0.0,0.8969179133673684,0.0
LightGBM,per_station,V2,p3,1,val,1,731,-0.007095269420192666,0.0,0.9900700191258617,0.0,0.14187268646283815,0.0,0.9966400053268795,0.0,-0.04061201724317869,0.0,0.9966400053268795,0.0,0.1855946287978075,0.0,-0.08905319823586111,0.0,0.08001563141623856,0.0,0.9591039668104259,0.0,0.9957496136012365,0.0,0.11491108071135431,0.0,0.016014692611999285,0.0,0.8425401641503568,0.0,0.5808626823825574,0.0,0.8207934336525308,0.0,0.04000781570811928,0.0,0.9144771966124889,0.0
LightGBM,per_station,V2,p3,3,calib,1,365,-0.07847370037401251,0.0,0.9799876197314143,0.0,0.2587211513769534,0.0,0.9909979951709316,0.0,-0.46709012485754803,0.0,0.9909979951709316,0.0,0.33222203742244594,0.0,-0.06422372600799697,0.0,0.13244482827013912,0.0,0.7721275708669554,0.0,0.9848783694937542,0.0,0.07397260273972603,0.0,0.02515728169255521,0.0,0.632743934534107,0.0,1.0701991627164205,0.0,0.9068493150684932,0.0,0.06622241413506956,0.0,1.2772811305978364,0.0
LightGBM,per_station,V2,p3,3,test,1,728,-0.0649100555182461,0.0,0.9913291225634099,0.0,0.2877791808644755,0.0,0.9882319761002812,0.0,-0.377691708500113,0.0,0.9882319761002812,0.0,0.3668451834953877,0.0,-0.13792946385166172,0.0,0.15437169666012523,0.0,0.5146723737926626,0.0,0.9578300708038318,0.0,0.057692307692307696,0.0,0.040503178298534115,0.0,0.25496194478080514,0.0,1.1445055941317623,0.0,0.8516483516483516,0.0,0.07718584833006262,0.0,1.686945655487385,0.0
LightGBM,per_station,V2,p3,3,val,1,731,-0.0227761205751028,0.0,0.9675580330809217,0.0,0.2844084530279578,0.0,0.987528397996928,0.0,-0.13038674420010762,0.0,0.987528397996928,0.0,0.35790158377545706,0.0,-0.07312503869940334,0.0,0.16228244365110933,0.0,0.8240652537604605,0.0,0.9813056598218886,0.0,0.11491108071135431,0.0,0.039239996060910984,0.0,0.6141840815688104,0.0,1.0759840139168295,0.0,0.786593707250342,0.0,0.08114122182555467,0.0,1.8430445934510828,0.0
LightGBM,per_station,V2,p3,7,calib,1,365,-0.08778509633235652,0.0,0.9601972818973652,0.0,0.43886720274673185,0.0,0.9746830022018079,0.0,-0.5228714125540164,0.0,0.9746830022018079,0.0,0.5592789785008642,0.0,0.049798938410403726,0.0,0.22912905415321916,0.0,0.6983304062828635,0.0,0.9674556213017751,0.0,0.07397260273972603,0.0,0.03632956200078338,0.0,0.4696465157260893,0.0,2.0648259443896015,0.0,0.9068493150684932,0.0,0.11456452707660958,0.0,2.4195089109594967,0.0
LightGBM,per_station,V2,p3,7,test,1,724,-0.1407900257838573,0.0,0.9660537063875786,0.0,0.4983610581104011,0.0,0.9639517813797709,0.0,-0.8178964322940669,0.0,0.9639517813797709,0.0,0.6399082753232569,0.0,-0.13208860177690362,0.0,0.2567913176316523,0.0,0.41929631266055467,0.0,0.9387306242144952,0.0,0.058011049723756904,0.0,0.041963129541008254,0.0,0.23208820730746327,0.0,2.2263290176027426,0.0,0.9088397790055248,0.0,0.12839565881582615,0.0,2.6832723699698913,0.0
LightGBM,per_station,V2,p3,7,val,1,731,-0.03874179753071197,0.0,0.9328321240712992,0.0,0.4877342201725737,0.0,0.9624569199019494,0.0,-0.22182561150279587,0.0,0.9624569199019494,0.0,0.6217150120371238,0.0,-0.04367446185439183,0.0,0.2603914055280755,0.0,0.589348243087383,0.0,0.9370170015455951,0.0,0.11491108071135431,0.0,0.0751890722966612,0.0,0.2607251810347918,0.0,2.2077434606022237,0.0,0.8823529411764706,0.0,0.13019570276403775,0.0,2.742812333422049,0.0
LightGBM,per_station,V2,s2,1,calib,1,365,-0.0018982162126770868,0.0,0.99444707935359,0.0,0.20112499124370567,0.0,0.9965570948550239,0.0,-0.015286579243384004,0.0,0.9965570948550239,0.0,0.2716228706199188,0.0,0.04342806283313527,0.0,0.1094077693945067,0.0,0.947781929780722,0.0,0.9948498794652642,0.0,0.07397260273972603,0.0,0.015732808491217973,0.0,0.7703261657668292,0.0,0.898587088839808,0.0,0.9068493150684932,0.0,0.05470388469725335,0.0,1.2083267355550031,0.0
LightGBM,per_station,V2,s2,1,test,1,730,0.05243608307659248,0.0,0.9953348799197608,0.0,0.20930035462049515,0.0,0.9960210005049681,0.0,0.42404276776240724,0.0,0.9960210005049681,0.0,0.2844557986841919,0.0,0.07637072047064342,0.0,0.11869666596205154,0.0,0.8824189150719326,0.0,0.990492850623669,0.0,0.052054794520547946,0.0,0.014649209689371612,0.0,0.7031273257032276,0.0,0.9311834230324618,0.0,0.8794520547945206,0.0,0.05934833298102577,0.0,1.337591973625432,0.0
LightGBM,per_station,V2,s2,1,val,1,731,0.020576510159927494,0.0,0.9977490860938342,0.0,0.16532206439518582,0.0,0.9974123510179395,0.0,0.16441774894687536,0.0,0.9974123510179395,0.0,0.2231103454589805,0.0,0.1695260701028194,0.0,0.09232333607706265,0.0,0.8744130798714599,0.0,0.9940152013884733,0.0,0.06703146374829001,0.0,0.015515957875938433,0.0,0.7518964998979065,0.0,0.889061932804228,0.0,0.93296853625171,0.0,0.04616166803853133,0.0,1.023832830984284,0.0
LightGBM,per_station,V2,s2,3,calib,1,365,-0.011799228980239784,0.0,0.9762794862908115,0.0,0.37263919623543057,0.0,0.9900675735340391,0.0,-0.09511094228898478,0.0,0.9900675735340391,0.0,0.4630945277713736,0.0,0.09006937439357277,0.0,0.1997664178735622,0.0,0.7891979539825272,0.0,0.9710716633793557,0.0,0.07397260273972603,0.0,0.03280648764797179,0.0,0.5210777649751002,0.0,1.9622754541074332,0.0,0.9068493150684932,0.0,0.0998832089367811,0.0,2.29572441761868,0.0
LightGBM,per_station,V2,s2,3,test,1,728,0.062430546903693804,0.0,0.9910700303681204,0.0,0.36509338724076773,0.0,0.988016183862188,0.0,0.5039801970025733,0.0,0.988016183862188,0.0,0.4922379654650179,0.0,0.157976259058612,0.0,0.2034622421137765,0.0,0.7115349647522037,0.0,0.9748283752860413,0.0,0.0521978021978022,0.0,0.02618880516824453,0.0,0.4706465401218016,0.0,1.9546516103370326,0.0,0.9423076923076923,0.0,0.10173112105688825,0.0,2.3005612537240836,0.0
LightGBM,per_station,V2,s2,3,val,1,731,0.00450726063214467,0.0,0.9949597223946626,0.0,0.31453829044266624,0.0,0.9905708718470998,0.0,0.035999776254031814,0.0,0.9905708718470998,0.0,0.4250560870421775,0.0,0.22060936575290124,0.0,0.16915779704365017,0.0,0.8124252063152944,0.0,0.9861451912143155,0.0,0.06703146374829001,0.0,0.0250120705403152,0.0,0.6000516181165942,0.0,1.8705395644518101,0.0,0.9658002735978112,0.0,0.08457889852182508,0.0,2.0027453633164067,0.0
LightGBM,per_station,V2,s2,7,calib,1,365,0.020354235222707552,0.0,0.931821456254342,0.0,0.5720658820277017,0.0,0.977727359810985,0.0,0.164368589045958,0.0,0.977727359810985,0.0,0.6986700781341126,0.0,0.20315336490180924,0.0,0.2931236558701158,0.0,0.5739702506520451,0.0,0.9229673460442692,0.0,0.07397260273972603,0.0,0.04610667885183307,0.0,0.3269162513756534,0.0,2.866818418421961,0.0,0.9068493150684932,0.0,0.1465618279350579,0.0,3.2935665331397335,0.0
LightGBM,per_station,V2,s2,7,test,1,724,0.02370462308962852,0.0,0.9649232026574429,0.0,0.5592560338553186,0.0,0.9725366159423317,0.0,0.19065451100226674,0.0,0.9725366159423317,0.0,0.7401786680557793,0.0,0.25344214886399097,0.0,0.3036961643329578,0.0,0.335217103237922,0.0,0.9288399570354459,0.0,0.052486187845303865,0.0,0.04109448643031739,0.0,0.17367103273496576,0.0,2.904676195411791,0.0,0.9447513812154696,0.0,0.1518480821664789,0.0,3.536942888036562,0.0
LightGBM,per_station,V2,s2,7,val,1,731,-0.05548005237010617,0.0,0.981253085940651,0.0,0.5205218021852723,0.0,0.9766789310993402,0.0,-0.44277920259566794,0.0,0.9766789310993402,0.0,0.6660194060741373,0.0,0.270845071249574,0.0,0.2685650116157318,0.0,0.3869473884055482,0.0,0.937428930516488,0.0,0.06703146374829001,0.0,0.047943568481442544,0.0,0.23337203911357762,0.0,2.7994836026768986,0.0,0.9740082079343365,0.0,0.1342825058078659,0.0,2.87959211461998,0.0
LightGBM,per_station,V3,b1,1,calib,1,365,-0.07713921213203362,0.0,0.9912884484047226,0.0,0.22158742922693392,0.0,0.9968689162624886,0.0,-0.7796586389442103,0.0,0.9968689162624886,0.0,0.2927833607516158,0.0,0.13719405511231175,0.0,0.11859518884722635,0.0,0.9424437394400055,0.0,0.9913782991202347,0.0,0.1506849315068493,0.0,0.028963000485122164,0.0,0.7736893994369354,0.0,1.0921027066618638,0.0,0.9068493150684932,0.0,0.059297594423613174,0.0,1.2490892809141037,0.0
LightGBM,per_station,V3,b1,1,test,1,730,-0.05560099517860798,0.0,0.9940935612636042,0.0,0.2222668922398787,0.0,0.9967695693219379,0.0,-0.5681433137887743,0.0,0.9967695693219379,0.0,0.29578940573111384,0.0,0.14185757801107357,0.0,0.1248732425049847,0.0,0.8615701245554271,0.0,0.9852096981157561,0.0,0.09178082191780822,0.0,0.030511996492687748,0.0,0.6339604481943621,0.0,1.1827437579268403,0.0,0.9301369863013699,0.0,0.06243662125249235,0.0,1.4655470155610608,0.0
LightGBM,per_station,V3,b1,1,val,1,731,-0.05097083980333407,0.0,0.9940435871331922,0.0,0.23559932062393257,0.0,0.9964599432786709,0.0,-0.5144943923810715,0.0,0.9964599432786709,0.0,0.3071642785466964,0.0,0.1577728175787081,0.0,0.1263095480955187,0.0,0.9704672935659114,0.0,0.9965855740503629,0.0,0.09712722298221614,0.0,0.013563367115734868,0.0,0.845332172103104,0.0,1.1492970973872,0.0,0.9165526675786594,0.0,0.06315477404775935,0.0,1.4317126788951953,0.0
LightGBM,per_station,V3,b1,3,calib,1,365,-0.20309671246896116,0.0,0.9781803107236265,0.0,0.44318009556810567,0.0,0.9888146041312084,0.0,-2.0535277999714894,0.0,0.9888146041312084,0.0,0.5539721205458149,0.0,0.20687989025803244,0.0,0.22739077299191499,0.0,0.867368471876073,0.0,0.9781231671554252,0.0,0.1506849315068493,0.0,0.05877403763874053,0.0,0.5407524243777113,0.0,2.033240488433764,0.0,0.9068493150684932,0.0,0.11369538649595749,0.0,2.3823769619268695,0.0
LightGBM,per_station,V3,b1,3,test,1,728,-0.26216719902694763,0.0,0.9725084732149537,0.0,0.5009783055577941,0.0,0.9846126760240524,0.0,-2.672965013957647,0.0,0.9846126760240524,0.0,0.6443994541124528,0.0,0.08251059604675559,0.0,0.24282923345226248,0.0,0.5719210035530753,0.0,0.9440016257592523,0.0,0.09203296703296704,0.0,0.05661397698399133,0.0,0.3224986569981122,0.0,2.1737907626055613,0.0,0.9326923076923077,0.0,0.12141461672613124,0.0,2.65137367474218,0.0
LightGBM,per_station,V3,b1,3,val,1,731,-0.1850193896554844,0.0,0.9794871699598902,0.0,0.4422150336143916,0.0,0.9874362095366044,0.0,-1.8674118940457718,0.0,0.9874362095366044,0.0,0.578531280204544,0.0,0.19557059291941492,0.0,0.2333855586228323,0.0,0.8837333669098084,0.0,0.9854033290653009,0.0,0.09712722298221614,0.0,0.027240814238359907,0.0,0.6893634499133964,0.0,2.02989940199778,0.0,0.9001367989056087,0.0,0.11669277931141615,0.0,2.587194877895942,0.0
