horizon,site,rmse_persist,rmse_damped,rmse_thermo
3,n79,1.4359339001325673,1.2952815526503658,1.1905101656848704
3,n80,0.3604210095374178,0.34614231496360925,0.38222930277644973
3,n81,2.371254768763658,2.0721077442584708,1.877197710770968
3,n82,1.6884421143190003,1.5240312425619367,1.3170408019567992
3,n83,1.8155219192537415,1.615401709221616,1.4829555348808043
3,n84,1.215698111813455,1.0919222157551998,1.0227203004030048
3,n85,0.35765117010501113,0.41033266653573064,0.4278089765742783
3,n86,2.5370208566356784,2.1403175510364854,2.028194316620166
3,n87,1.3013998773188507,1.1586805134954714,1.1583831197438468
3,n88,1.9275302468143232,1.7119276019359027,1.5350611727945467
3,n89,1.77562980171425,1.5826601008268764,1.3929612766068689
3,n90,1.0984794053979066,0.9466837266658108,0.9050421397360944
3,n91,0.8133456007385653,0.7257712655296159,0.7717649893848817
3,n92,1.642334040580187,1.485886581218752,1.3651611735261233
3,n93,1.7991608664182426,1.6467444238070028,1.568711022292241
3,n94,0.9909170606843336,0.8891903660697412,0.8357341350557049
3,n95,1.812868505618937,1.5988563426342932,1.4609088962038206
3,n96,1.986385884931744,1.7493814172408688,1.5333988992561511
3,n97,1.45919603565491,1.2956106377454706,1.1915042389863046
3,n98,1.9593274573716308,1.6226285372175062,1.5574180390431567
3,n99,0.7037390168759825,0.5810213302174427,0.6045361298185411
7,n00,1.4100517367959902,1.1458047192977332,1.0921885308551769
7,n01,1.4244219550420816,1.262085269645359,1.2598854534704358
7,n02,2.7130689527403447,1.880650313956286,1.9176153561341684
7,n03,2.6506286350521377,2.1482489111280225,2.070817462138163
7,n04,3.621957708110245,2.646105451723764,2.592373939830817
7,n05,1.9662659237386442,1.5733038193381215,1.4023637145700634
7,n06,,,
7,n07,3.0486602408308174,2.4320496039517523,2.422813746642167
7,n08,1.5299270356871923,1.2342296014225964,1.179133361554041
7,n09,1.0507576181493337,0.6393707435640655,0.6596044416589394
7,n10,2.7240141984851163,2.166266096459871,2.091728247028589
7,n100,1.182544530958054,1.014097225560633,0.9698460470317114
7,n101,2.488372972719565,1.7980423748891776,1.774644663495679
7,n102,1.686893324063261,1.385838302268172,1.2940274382620243
7,n103,2.5397856174171607,1.9170306476069976,1.8060655551329778
7,n104,1.8928993642793392,1.4959391509508841,1.4414557870846758
7,n105,2.190713168433401,1.708775064519331,1.6497577041043407
7,n106,,,
7,n107,2.4107476164477624,1.9347848700284302,1.8278410177620383
7,n108,1.7925374366116302,1.4274415105886418,1.348422088716925
7,n109,2.8475730146416045,2.2091261285671138,2.164126212391226
7,n11,0.9983862569671311,0.8166064219784009,0.7423941179875941
7,n110,2.2370346255802205,1.7860040328621958,1.701012304671689
7,n111,2.4876879005650205,1.8515752856527097,1.8437532783387858
7,n112,2.764886790655209,2.1971972701373037,2.1535724109367327
7,n113,2.5635303501302644,2.0179651698027734,1.9904327959929915
7,n114,,,
7,n115,1.857389930951284,1.4074517615087205,1.334174809803293
7,n116,2.2058592156283474,1.6082884932088457,1.5258749959631455
7,n117,1.9605325404455543,1.4507330032206285,1.3866493539711258
7,n118,2.1308053910215987,1.6924827567237872,1.4797183867540342
7,n119,1.92821804016671,1.521646233037296,1.4965615925302667
7,n12,2.141732471946455,1.7131301874028755,1.5942006031190283
7,n13,2.2331966111051225,1.7831748775122545,1.665495731485549
7,n14,2.0429931519676274,1.4946154728344798,1.3872682421949565
7,n15,1.5113611945367642,1.3373637782935632,1.2882519965072865
7,n16,1.1863985249553959,1.0049287119840582,0.9846915966877612
7,n17,1.5077928179992899,1.2416797762809217,1.1815790509294195
7,n18,1.796754328935046,1.4655062008158308,1.3313469467762074
7,n19,,,
7,n20,2.522000287944397,1.9743317419171633,1.7051702644081734
7,n21,1.462575902724529,1.0904038790846284,0.9735616493317679
7,n22,3.043163349515418,2.290341785159203,2.2596790612707327
7,n23,2.267121249496516,1.6786814567449366,1.546954291456182
7,n24,1.8257170487719734,1.3453572150986863,1.3408938719363142
7,n25,2.3236166604072976,1.8647874981682917,1.8048937197361372
7,n26,3.008470541601595,2.370045987498656,2.3253030117599445
7,n27,1.7898774130236337,1.4487086125009954,1.3863523777295248
7,n28,2.417369856626727,1.9453937243962747,1.8665555007381776
7,n29,2.8958060145836475,2.273129511088603,2.2225254477686525
7,n30,2.654311345340966,1.956093027802835,1.8850089882987575
7,n31,2.0925875278696977,1.9309795742603757,1.897501761255777
7,n32,,,
