model,horizon,bin_low,bin_high,mean_forecast,observed_rate,n
ThermoRoute,7,0.5,0.6000000000000001,0.5507168615703943,0.5688100087285424,3437
ThermoRoute,7,0.6000000000000001,0.7000000000000001,0.6496108693569851,0.6554201811933771,3201
ThermoRoute,7,0.7000000000000001,0.8,0.7488941780610306,0.7663906142167012,2898
ThermoRoute,7,0.8,0.9,0.8492600664212803,0.8920077972709551,2565
ThermoRoute,7,0.9,1.0,0.9485501103615535,0.9637546468401487,2152
ThermoRoute-ext,1,0.0,0.1,0.0013974062129800174,0.0008764408878727256,104970
ThermoRoute-ext,1,0.1,0.2,0.14561759935649474,0.13209393346379647,1022
ThermoRoute-ext,1,0.2,0.30000000000000004,0.245918824871013,0.281505728314239,611
ThermoRoute-ext,1,0.30000000000000004,0.4,0.3499305411934192,0.4083969465648855,524
ThermoRoute-ext,1,0.4,0.5,0.44665108885014315,0.48884381338742394,493
ThermoRoute-ext,1,0.5,0.6000000000000001,0.550256286703056,0.5904977375565611,442
ThermoRoute-ext,1,0.6000000000000001,0.7000000000000001,0.6495303392263684,0.6408730158730159,504
ThermoRoute-ext,1,0.7000000000000001,0.8,0.7526006289788668,0.7660256410256411,624
ThermoRoute-ext,1,0.8,0.9,0.853178653258186,0.8508583690987125,932
ThermoRoute-ext,1,0.9,1.0,0.9898173530682954,0.9872389791183295,10344
ThermoRoute-ext,3,0.0,0.1,0.003010417675609655,0.002791064648158193,101395
ThermoRoute-ext,3,0.1,0.2,0.14524145527040278,0.16728452270620944,2158
ThermoRoute-ext,3,0.2,0.30000000000000004,0.24794447164210606,0.28356066044508255,1393
ThermoRoute-ext,3,0.30000000000000004,0.4,0.3493492200618828,0.37443744374437443,1111
ThermoRoute-ext,3,0.4,0.5,0.45060311341456627,0.44814814814814813,1080
ThermoRoute-ext,3,0.5,0.6000000000000001,0.549956852197957,0.5536779324055666,1006
ThermoRoute-ext,3,0.6000000000000001,0.7000000000000001,0.6507584311614154,0.6759776536312849,1074
ThermoRoute-ext,3,0.7000000000000001,0.8,0.7513018034987018,0.7066666666666667,1200
ThermoRoute-ext,3,0.8,0.9,0.8536748660657939,0.8311611374407583,1688
ThermoRoute-ext,3,0.9,1.0,0.975587290190835,0.9743012319512518,7549
ThermoRoute-ext,7,0.0,0.1,0.004173954302899224,0.003621677162070053,98297
ThermoRoute-ext,7,0.1,0.2,0.14518457400857512,0.14558629776021081,3036
ThermoRoute-ext,7,0.2,0.30000000000000004,0.24760795228081278,0.25288509784244856,1993
ThermoRoute-ext,7,0.30000000000000004,0.4,0.3484569066748269,0.3329326923076923,1664
ThermoRoute-ext,7,0.4,0.5,0.44818951514002653,0.4270096463022508,1555
ThermoRoute-ext,7,0.5,0.6000000000000001,0.549451920985938,0.547550432276657,1388
ThermoRoute-ext,7,0.6000000000000001,0.7000000000000001,0.6501848844757881,0.6530475552578701,1493
ThermoRoute-ext,7,0.7000000000000001,0.8,0.7503246954941694,0.7607687210072896,1509
ThermoRoute-ext,7,0.8,0.9,0.8529007291613108,0.8670374115267947,1978
ThermoRoute-ext,7,0.9,1.0,0.9689931346276126,0.9717700034638033,5774
